radius (m),mass (kg),gravity,atmosphere,oxygene,avg_temp (C),water,rotational_period (h),life
7362000.0,9.184225119632002e+24,1.15,NO,NO,50.7,NO,35.3,NO
8290000.0,1.3118292909461126e+25,1.3,YES,YES,33.3,YES,35.0,YES
13913000.0,6.201871047251094e+25,2.18,NO,NO,24.1,YES,23.7,NO
10685000.0,2.808826317240297e+25,1.67,YES,YES,58.2,YES,50.4,NO
9361000.0,1.8894498723159512e+25,1.47,NO,NO,98.3,NO,28.5,NO
6799000.0,7.237472671851538e+24,1.06,NO,NO,95.6,NO,31.5,NO
17731000.0,1.283766291076589e+26,2.78,YES,YES,98.0,NO,35.8,NO
7386000.0,9.27640579329776e+24,1.16,NO,NO,36.0,NO,25.2,NO
8284000.0,1.309212832859435e+25,1.3,YES,YES,95.5,NO,42.6,NO
12805000.0,4.834814267384734e+25,2.01,NO,NO,11.4,NO,36.0,NO
10256000.0,2.4846499451434142e+25,1.61,NO,NO,69.4,NO,41.2,NO
6966000.0,7.782466259780921e+24,1.09,NO,NO,10.8,NO,17.6,NO
8792000.0,1.5646950940599099e+25,1.38,YES,YES,71.4,NO,26.5,NO
7387000.0,9.283473199040651e+24,1.16,NO,NO,60.2,NO,7.8,NO
2223000.0,2.5287362584186825e+23,0.35,NO,NO,25.7,NO,14.8,NO
9845000.0,2.1979117455741784e+25,1.54,YES,YES,94.9,NO,41.2,NO
12278000.0,4.261443077797221e+25,1.92,YES,NO,95.3,NO,46.7,NO
7532000.0,9.841053500823805e+24,1.18,NO,NO,37.8,NO,29.4,NO
9668000.0,2.081453716302243e+25,1.51,NO,NO,123.8,NO,32.8,NO
8652000.0,1.4917824846139238e+25,1.36,YES,YES,2.4,NO,29.9,NO
3476000.0,9.671642354630688e+23,0.54,NO,NO,71.9,NO,38.8,NO
8033000.0,1.1934963044093982e+25,1.26,NO,NO,59.9,NO,31.0,NO
13193000.0,5.2865181636341585e+25,2.07,NO,NO,86.6,NO,29.1,NO
13118000.0,5.198154901204492e+25,2.05,YES,NO,55.9,NO,23.4,NO
12477000.0,4.4725730420146086e+25,1.95,YES,YES,63.0,NO,17.8,NO
12331000.0,4.316454617697734e+25,1.93,YES,YES,21.9,NO,26.7,NO
7425000.0,9.424792660283032e+24,1.16,NO,NO,38.8,NO,41.6,NO
9473000.0,1.957036926116729e+25,1.48,NO,NO,16.7,NO,43.0,NO
5742000.0,4.359857516509018e+24,0.9,NO,NO,56.2,NO,29.7,NO
7864000.0,1.1200057860413611e+25,1.23,YES,YES,33.6,YES,27.9,YES
15939000.0,9.32240549459516e+25,2.5,YES,YES,49.8,NO,23.1,NO
13211000.0,5.310455491395358e+25,2.07,YES,YES,-20.8,NO,42.6,NO
8156000.0,1.2491610914558918e+25,1.28,YES,YES,81.6,YES,37.8,NO
6407000.0,6.057780819705266e+24,1.0,NO,NO,37.0,NO,42.5,NO
9623000.0,2.052007043056024e+25,1.51,NO,NO,16.2,NO,50.9,NO
11203000.0,3.237808958383458e+25,1.75,NO,NO,77.7,NO,28.5,NO
15286000.0,8.223461339471343e+25,2.39,YES,YES,64.9,NO,32.1,NO
12530000.0,4.530241438040557e+25,1.96,YES,YES,29.8,NO,18.1,YES
7151000.0,8.417648123042488e+24,1.12,NO,NO,55.0,NO,25.0,NO
6384000.0,5.99086433140998e+24,1.0,NO,NO,55.0,NO,30.2,NO
10411000.0,2.598115472922562e+25,1.63,NO,NO,50.3,NO,31.1,NO
8594000.0,1.4616554309602555e+25,1.35,NO,NO,60.4,NO,25.7,NO
8480000.0,1.404496435049869e+25,1.33,NO,NO,71.2,NO,55.5,NO
9875000.0,2.2173780568908244e+25,1.55,NO,NO,74.4,NO,43.2,NO
2734000.0,4.705931678316659e+23,0.43,NO,NO,73.1,NO,15.3,NO
14073000.0,6.4183997301749175e+25,2.2,YES,YES,49.0,NO,43.7,NO
11393000.0,3.4053024645152444e+25,1.78,YES,YES,63.6,NO,52.9,NO
4948000.0,2.788950372735072e+24,0.77,NO,NO,48.6,NO,43.6,NO
11603000.0,3.597534156668089e+25,1.82,YES,YES,39.1,YES,44.1,YES
5602000.0,4.0487238601824887e+24,0.88,NO,NO,51.5,NO,38.1,NO
10051000.0,2.3380829951988087e+25,1.57,YES,NO,37.3,NO,22.0,NO
8351000.0,1.34071709893353e+25,1.31,NO,NO,72.0,NO,21.2,NO
7479000.0,9.63099000155696e+24,1.17,NO,NO,60.3,NO,32.1,NO
8755000.0,1.544931612390658e+25,1.37,NO,NO,22.9,NO,13.7,NO
5259000.0,3.349881551875113e+24,0.82,YES,YES,69.9,NO,23.9,NO
10576000.0,2.72332083329335e+25,1.66,NO,NO,16.8,YES,24.1,YES
6569000.0,6.526736816349626e+24,1.03,YES,NO,59.1,NO,9.0,NO
7829000.0,1.1052506190100213e+25,1.23,YES,YES,61.9,NO,24.3,NO
7947000.0,1.1557202145152451e+25,1.24,YES,YES,106.3,NO,17.5,YES
10988000.0,3.054739187009181e+25,1.72,YES,YES,18.0,NO,37.6,NO
5578000.0,3.9972630823023076e+24,0.87,NO,NO,23.8,NO,35.1,NO
7870000.0,1.1222690315760628e+25,1.23,YES,YES,26.1,YES,23.2,YES
11957000.0,3.936837801248405e+25,1.87,YES,YES,62.5,NO,27.7,NO
9638000.0,2.060981120937568e+25,1.51,NO,NO,16.3,NO,38.0,NO
11598000.0,3.5921366452302017e+25,1.82,NO,NO,4.2,NO,25.9,NO
4576000.0,2.2067759562661544e+24,0.72,NO,NO,-21.6,NO,38.7,NO
10460000.0,2.6350354641902966e+25,1.64,YES,YES,39.1,NO,41.9,YES
9248000.0,1.8218256831794231e+25,1.45,YES,YES,31.7,NO,31.8,NO
8738000.0,1.5366657278295729e+25,1.37,NO,NO,99.7,NO,47.9,NO
8683000.0,1.5074260014805058e+25,1.36,NO,NO,59.3,NO,30.5,YES
7152000.0,8.421521164805916e+24,1.12,NO,NO,25.7,NO,37.9,NO
11518000.0,3.51991929844458e+25,1.8,NO,NO,39.2,NO,39.3,NO
9634000.0,2.058909448859279e+25,1.51,YES,YES,12.5,YES,37.2,NO
7546000.0,9.894001334358807e+24,1.18,NO,NO,33.2,NO,34.5,NO
8260000.0,1.2977591899413916e+25,1.29,NO,NO,3.7,NO,26.4,NO
11256000.0,3.2845016026076274e+25,1.76,NO,NO,27.2,NO,24.5,NO
9344000.0,1.878978164881363e+25,1.46,NO,NO,94.7,NO,36.8,NO
11332000.0,3.3505025386252773e+25,1.77,YES,YES,73.6,NO,38.8,NO
5990000.0,4.948120588806808e+24,0.94,NO,NO,34.1,YES,45.6,NO
15534000.0,8.631053666253926e+25,2.43,YES,YES,46.1,NO,37.8,NO
8873000.0,1.6082252204206966e+25,1.39,YES,NO,114.0,YES,27.2,NO
14601000.0,7.169088628106289e+25,2.29,NO,NO,32.7,YES,28.4,YES
13801000.0,6.052021945538069e+25,2.16,YES,YES,31.8,YES,42.2,YES
7330000.0,9.068563937143618e+24,1.15,NO,NO,51.0,YES,28.8,NO
11926000.0,3.904780237274182e+25,1.87,NO,NO,46.7,NO,35.2,NO
7335000.0,9.086608018884971e+24,1.15,YES,NO,64.7,YES,34.7,YES
9639000.0,2.0618040831634225e+25,1.51,YES,YES,21.4,NO,45.4,NO
8718000.0,1.5256069690609062e+25,1.37,NO,NO,59.2,NO,33.5,NO
9571000.0,2.01922625093945e+25,1.5,NO,NO,15.8,NO,46.4,NO
4170000.0,1.6699845973021337e+24,0.65,YES,NO,92.7,YES,30.9,YES
9025000.0,1.6929622261336549e+25,1.41,YES,YES,56.8,NO,25.2,NO
12156000.0,4.136512576888076e+25,1.9,NO,NO,78.2,NO,43.2,NO
8391000.0,1.360422818724442e+25,1.31,YES,NO,38.4,NO,32.5,NO
7952000.0,1.1578514134213228e+25,1.25,NO,NO,62.1,NO,32.4,NO
7527000.0,9.817106625632972e+24,1.18,NO,NO,72.8,NO,54.2,NO
7311000.0,8.999767674324064e+24,1.15,YES,YES,-32.7,NO,41.7,NO
8542000.0,1.434932158020851e+25,1.34,YES,YES,44.2,NO,28.3,NO
7270000.0,8.84879023034354e+24,1.14,YES,NO,64.9,NO,59.9,NO
8751000.0,1.5428766115785788e+25,1.37,NO,NO,27.5,NO,26.6,NO
7543000.0,9.88386702129006e+24,1.18,NO,NO,24.0,NO,23.7,NO
9541000.0,2.0003126883242945e+25,1.49,YES,YES,52.2,YES,41.6,YES
4094000.0,1.5798580907837546e+24,0.64,NO,NO,81.5,NO,57.9,NO
8547000.0,1.437849451843391e+25,1.34,YES,YES,56.3,NO,29.9,NO
10044000.0,2.3334543926526546e+25,1.57,NO,NO,117.7,NO,25.8,NO
10184000.0,2.432825632601438e+25,1.6,YES,YES,50.2,NO,26.9,NO
7008000.0,7.925122521391528e+24,1.1,NO,NO,25.7,NO,35.4,NO
9525000.0,1.9898355341489594e+25,1.49,NO,NO,29.5,NO,42.1,NO
10278000.0,2.4999862382284677e+25,1.61,YES,NO,22.9,NO,32.8,NO
6501000.0,6.327313640851569e+24,1.02,NO,NO,62.1,NO,35.5,NO
9110000.0,1.7413226971473582e+25,1.43,YES,YES,4.4,NO,28.1,NO
15525000.0,8.615646504734312e+25,2.43,YES,YES,73.9,YES,35.9,YES
7393000.0,9.304072142290617e+24,1.16,YES,YES,56.6,NO,34.1,NO
6372000.0,5.95775591569441e+24,1.0,YES,YES,28.5,NO,24.4,NO
10839000.0,2.932535422717106e+25,1.7,YES,YES,14.9,NO,36.2,YES
7812000.0,1.0976338137416327e+25,1.22,NO,NO,79.6,NO,39.7,NO
9283000.0,1.8413040076660166e+25,1.45,NO,NO,69.9,NO,30.4,NO
10358000.0,2.55882646221547e+25,1.62,NO,NO,-12.1,NO,48.0,NO
11886000.0,3.8675644027352315e+25,1.86,YES,NO,68.5,NO,43.0,NO
7288000.0,8.91426095395964e+24,1.14,NO,NO,-41.3,NO,32.8,NO
9437000.0,1.9353697096385875e+25,1.48,YES,YES,43.5,NO,18.3,NO
14052000.0,6.388928782126402e+25,2.2,YES,YES,39.7,NO,43.1,NO
13989000.0,6.301383343562088e+25,2.19,YES,YES,80.6,NO,5.7,NO
7664000.0,1.0367449088652325e+25,1.2,YES,NO,29.4,NO,29.0,NO
5635000.0,4.119990556033075e+24,0.88,NO,NO,52.5,NO,40.7,NO
7114000.0,8.290678580249159e+24,1.11,NO,NO,101.4,NO,34.3,NO
10101000.0,2.3728625853562717e+25,1.58,YES,YES,49.0,NO,29.6,NO
11070000.0,3.1233814941254374e+25,1.73,YES,NO,144.9,YES,23.7,NO
7720000.0,1.0590842168432333e+25,1.21,NO,NO,51.9,NO,37.7,NO
4874000.0,2.6661364196268025e+24,0.76,YES,NO,65.9,NO,51.9,NO
12120000.0,4.098671885031991e+25,1.9,YES,YES,18.3,YES,49.5,NO
9702000.0,2.103188255349748e+25,1.52,NO,NO,79.2,NO,47.5,NO
14694000.0,7.303722141798576e+25,2.3,YES,YES,-13.4,NO,28.3,NO
6768000.0,7.139939816290838e+24,1.06,YES,YES,27.1,NO,38.0,NO
10454000.0,2.6299196112648005e+25,1.64,YES,YES,52.1,NO,39.5,YES
10387000.0,2.5799355628199635e+25,1.63,YES,YES,12.1,NO,14.5,NO
10551000.0,2.7055524137508242e+25,1.65,NO,NO,90.6,NO,21.4,NO
11200000.0,3.235180806930082e+25,1.75,NO,NO,33.2,NO,36.4,NO
10381000.0,2.576265250134686e+25,1.63,YES,YES,54.1,NO,17.8,NO
5145000.0,3.136224473252383e+24,0.81,NO,NO,60.7,NO,28.6,NO
12446000.0,4.438440309887595e+25,1.95,YES,NO,4.9,NO,19.3,NO
5566000.0,3.9706957040504873e+24,0.87,NO,NO,48.7,NO,40.4,NO
6449000.0,6.176310991537868e+24,1.01,NO,NO,72.6,NO,38.3,NO
6776000.0,7.164156042347746e+24,1.06,NO,NO,57.4,NO,38.2,NO
4021000.0,1.4968253256269274e+24,0.63,NO,NO,69.5,NO,34.1,NO
6721000.0,6.991965189291298e+24,1.05,YES,YES,81.0,NO,39.4,NO
12919000.0,4.966311255089867e+25,2.02,YES,YES,55.3,NO,27.8,NO
4774000.0,2.5052305567744495e+24,0.75,NO,NO,34.1,NO,39.3,NO
9807000.0,2.172080003833238e+25,1.54,YES,YES,30.6,YES,25.0,YES
8902000.0,1.6242423494068988e+25,1.39,NO,NO,57.3,NO,49.8,NO
7446000.0,9.507909208800546e+24,1.17,NO,NO,91.9,NO,45.5,NO
5673000.0,4.203615811367125e+24,0.89,NO,NO,31.9,NO,33.0,NO
10522000.0,2.683037643985822e+25,1.65,NO,NO,100.1,NO,32.7,NO
8843000.0,1.5923348354602126e+25,1.39,NO,NO,95.8,NO,40.9,NO
9009000.0,1.6837350322615651e+25,1.41,NO,NO,107.1,NO,41.6,NO
7378000.0,9.251885410068993e+24,1.16,YES,YES,81.4,NO,0.4,NO
11662000.0,3.6536441731066166e+25,1.83,NO,NO,27.2,NO,50.2,NO
8515000.0,1.421852813833322e+25,1.33,NO,NO,54.2,NO,45.0,NO
8377000.0,1.3533355012314746e+25,1.31,NO,NO,95.4,NO,18.7,NO
8201000.0,1.2703678492914599e+25,1.28,NO,NO,65.7,NO,59.2,NO
11790000.0,3.7736976476169514e+25,1.85,YES,YES,52.6,NO,26.6,NO
3223000.0,7.707749578686571e+23,0.5,NO,NO,23.0,NO,22.8,NO
6005000.0,4.986452696912195e+24,0.94,NO,NO,60.1,NO,18.0,NO
11542000.0,3.5391455481488217e+25,1.81,YES,YES,-32.9,NO,34.0,NO
4266000.0,1.787597891838701e+24,0.67,NO,NO,88.4,NO,46.1,NO
5462000.0,3.7522715178850803e+24,0.86,YES,YES,80.1,NO,16.8,YES
11106000.0,3.1541493914582026e+25,1.74,NO,NO,20.7,YES,55.4,NO
6548000.0,6.467084718797552e+24,1.03,NO,NO,5.8,NO,33.5,NO
8085000.0,1.2168293257805729e+25,1.27,NO,NO,35.5,NO,37.0,YES
11167000.0,3.2062065480566543e+25,1.75,YES,NO,67.7,YES,30.6,YES
13259000.0,5.367656970526493e+25,2.08,YES,YES,22.1,NO,49.6,NO
13126000.0,5.207083905643162e+25,2.06,YES,YES,59.0,NO,49.8,NO
9278000.0,1.8393438298446046e+25,1.45,NO,NO,28.4,NO,24.3,NO
12353000.0,4.341324540267697e+25,1.94,NO,NO,22.2,NO,36.0,NO
5686000.0,4.2344205779357133e+24,0.89,YES,NO,61.1,YES,25.4,NO
8278000.0,1.3063750312474776e+25,1.3,NO,NO,26.1,NO,43.8,NO
9686000.0,2.0930704056282623e+25,1.52,NO,NO,-14.6,NO,46.5,NO
6448000.0,6.171927782276147e+24,1.01,YES,NO,12.0,YES,32.1,YES
5931000.0,4.8066062018855705e+24,0.93,NO,NO,55.7,NO,46.8,NO
12600000.0,4.605662645913763e+25,1.97,YES,YES,41.6,NO,31.8,NO
9266000.0,1.8315421914338397e+25,1.45,NO,NO,43.2,NO,35.2,NO
8301000.0,1.3169543747980627e+25,1.3,NO,NO,87.7,NO,27.9,NO
10640000.0,2.7733444500960284e+25,1.67,YES,YES,61.1,NO,34.4,YES
3258000.0,7.963736713969984e+23,0.51,NO,NO,50.8,NO,31.9,NO
11284000.0,3.3082432262620085e+25,1.77,NO,NO,86.5,NO,44.9,NO
9252000.0,1.8232650578613976e+25,1.45,NO,NO,70.7,NO,35.4,NO
12997000.0,5.054226879300978e+25,2.04,YES,YES,42.0,NO,36.8,NO
11718000.0,3.704914007218838e+25,1.84,NO,NO,47.6,NO,29.2,NO
9232000.0,1.8118109403000893e+25,1.45,NO,NO,13.0,NO,34.0,NO
4564000.0,2.1894805168251208e+24,0.71,NO,NO,42.3,NO,36.6,NO
5381000.0,3.587034121045961e+24,0.84,YES,YES,87.4,YES,40.4,NO
14144000.0,6.515928671004559e+25,2.22,YES,YES,21.6,NO,43.5,NO
8588000.0,1.4589373462149756e+25,1.35,NO,NO,58.1,NO,21.7,NO
14035000.0,6.366632966323686e+25,2.2,NO,NO,41.1,NO,41.5,NO
10216000.0,2.4550738854369012e+25,1.6,NO,NO,115.0,NO,23.4,NO
11367000.0,3.3817658191801117e+25,1.78,YES,YES,70.1,NO,28.2,NO
6142000.0,5.336596523706428e+24,0.96,NO,NO,47.8,NO,32.6,NO
14581000.0,7.139778734144741e+25,2.28,YES,YES,48.3,NO,31.0,NO
7161000.0,8.456078116940999e+24,1.12,NO,NO,13.5,NO,36.6,NO
10451000.0,2.628234381604589e+25,1.64,NO,NO,21.9,NO,35.1,NO
7784000.0,1.0859122434218468e+25,1.22,NO,NO,61.4,NO,38.8,NO
14206000.0,6.602367511472074e+25,2.23,YES,YES,93.7,YES,33.1,YES
11927000.0,3.9077641953008835e+25,1.87,NO,NO,63.0,NO,35.0,NO
10090000.0,2.364852028862292e+25,1.58,NO,NO,70.8,NO,31.7,NO
4662000.0,2.3330231980117402e+24,0.73,NO,NO,32.9,NO,50.8,NO
11958000.0,3.93639747866655e+25,1.87,YES,YES,58.3,YES,25.1,YES
4564000.0,2.1887959282021952e+24,0.71,NO,NO,87.4,NO,14.8,NO
7338000.0,9.098571188503903e+24,1.15,NO,NO,57.4,NO,26.7,NO
8987000.0,1.6716616914421225e+25,1.41,YES,YES,101.1,NO,18.3,NO
12098000.0,4.076816430918592e+25,1.89,NO,NO,11.5,NO,36.2,NO
9579000.0,2.0242839128316135e+25,1.5,NO,NO,87.2,NO,38.5,NO
6471000.0,6.239709551377706e+24,1.01,NO,NO,31.2,NO,22.8,NO
12029000.0,4.008390726786896e+25,1.88,YES,YES,64.1,NO,52.9,NO
11199000.0,3.2345218838802192e+25,1.75,NO,NO,95.6,NO,26.4,NO
9321000.0,1.8641688309666957e+25,1.46,YES,YES,22.8,YES,30.9,YES
11491000.0,3.4949061366991613e+25,1.8,YES,YES,55.9,YES,35.6,YES
12738000.0,4.759406269181805e+25,2.0,YES,YES,26.7,NO,26.9,NO
13177000.0,5.267325785928642e+25,2.06,NO,NO,39.6,YES,41.3,NO
12594000.0,4.599578593889539e+25,1.97,NO,NO,83.5,NO,14.7,NO
11062000.0,3.1169935804817945e+25,1.73,NO,NO,54.4,NO,38.1,NO
8709000.0,1.5215782563224594e+25,1.36,NO,NO,66.7,NO,30.3,NO
3831000.0,1.2945826960333087e+24,0.6,NO,NO,20.8,NO,22.8,NO
7864000.0,1.1198741763077115e+25,1.23,NO,NO,33.0,NO,31.1,NO
2191000.0,2.42222833458789e+23,0.34,NO,NO,95.7,NO,42.4,NO
10221000.0,2.4589686461720384e+25,1.6,NO,NO,32.3,NO,47.8,NO
8526000.0,1.4275435035308106e+25,1.34,YES,YES,121.3,NO,36.2,NO
3163000.0,7.286846618422732e+23,0.5,NO,NO,71.4,NO,31.3,NO
2353000.0,2.999896782979954e+23,0.37,NO,NO,29.4,NO,29.3,NO
6748000.0,7.074952769969554e+24,1.06,NO,NO,73.8,NO,42.1,NO
8627000.0,1.4783722015471555e+25,1.35,YES,YES,42.3,NO,41.9,NO
10799000.0,2.8998938634892495e+25,1.69,YES,YES,24.8,YES,32.3,YES
5294000.0,3.417024593686198e+24,0.83,NO,NO,88.7,NO,29.4,NO
3755000.0,1.2192980592438316e+24,0.59,NO,NO,27.1,NO,21.2,NO
5337000.0,3.499144635500405e+24,0.84,NO,NO,23.3,NO,23.6,NO
5701000.0,4.2659569146712954e+24,0.89,NO,NO,67.9,NO,30.2,NO
8966000.0,1.6594902000449767e+25,1.4,NO,NO,56.7,NO,36.0,NO
10862000.0,2.9505261659093844e+25,1.7,YES,YES,20.5,YES,28.6,YES
14610000.0,7.181564120083516e+25,2.29,YES,YES,56.4,NO,28.2,NO
6144000.0,5.34123995785956e+24,0.96,NO,NO,-12.4,NO,51.0,NO
10125000.0,2.3902796517612518e+25,1.59,YES,YES,89.9,NO,20.6,NO
6060000.0,5.125928882589467e+24,0.95,NO,NO,80.7,NO,20.4,NO
5649000.0,4.151824466179564e+24,0.89,NO,NO,38.3,NO,46.3,NO
7571000.0,9.993385298700184e+24,1.19,NO,NO,38.1,NO,42.3,NO
11875000.0,3.855791282484611e+25,1.86,YES,YES,36.8,YES,28.1,NO
5908000.0,4.748560626586876e+24,0.93,NO,NO,46.8,NO,51.7,NO
3237000.0,7.811136862021443e+23,0.51,NO,NO,83.7,NO,30.8,NO
10160000.0,2.4150540740018628e+25,1.59,YES,YES,53.3,NO,42.6,NO
12515000.0,4.513043518159456e+25,1.96,YES,YES,30.5,YES,41.8,YES
7966000.0,1.1639773498085742e+25,1.25,YES,YES,13.2,NO,39.0,NO
11700000.0,3.688927497949322e+25,1.83,YES,YES,67.6,YES,32.4,NO
7724000.0,1.0612625872155001e+25,1.21,YES,NO,9.8,YES,40.1,NO
5882000.0,4.68617058550585e+24,0.92,NO,NO,-13.9,NO,24.6,NO
10000000.0,2.3018885728312852e+25,1.57,YES,YES,60.8,NO,25.2,NO
8703000.0,1.5179033593250208e+25,1.36,YES,YES,79.0,NO,33.4,NO
11098000.0,3.1472994309343225e+25,1.74,YES,YES,-4.2,NO,20.5,NO
15531000.0,8.627417709541396e+25,2.43,NO,NO,67.8,NO,29.6,NO
6255000.0,5.636433621303141e+24,0.98,YES,YES,73.3,NO,35.9,NO
5945000.0,4.838785157657256e+24,0.93,NO,NO,24.4,NO,16.4,NO
8179000.0,1.2599386597522549e+25,1.28,NO,NO,14.8,NO,35.5,NO
3205000.0,7.58289923961453e+23,0.5,NO,NO,47.3,NO,20.9,NO
5763000.0,4.407554538707394e+24,0.9,YES,YES,56.9,NO,29.9,NO
10032000.0,2.3241706529431197e+25,1.57,NO,NO,92.6,NO,30.1,NO
5571000.0,3.9807218412320496e+24,0.87,YES,YES,29.9,YES,46.1,NO
6538000.0,6.435879369911783e+24,1.02,NO,NO,57.4,NO,38.5,NO
11523000.0,3.5229486304892075e+25,1.8,YES,YES,-8.7,NO,17.0,NO
10125000.0,2.3902004984637975e+25,1.59,YES,NO,31.2,YES,35.9,YES
8842000.0,1.591550598168647e+25,1.38,YES,YES,52.7,NO,31.9,NO
7617000.0,1.017461238027185e+25,1.19,NO,NO,46.5,NO,8.6,NO
11797000.0,3.7807145277930946e+25,1.85,NO,NO,54.8,NO,34.2,NO
5776000.0,4.4359029255161247e+24,0.9,YES,YES,87.0,NO,32.6,NO
11255000.0,3.2820054133817388e+25,1.76,YES,NO,81.2,YES,27.7,NO
7216000.0,8.653522294059881e+24,1.13,NO,NO,-21.9,NO,22.0,NO
11914000.0,3.892905755911073e+25,1.87,YES,YES,51.6,YES,37.2,YES
10219000.0,2.4576223471873554e+25,1.6,NO,NO,62.3,NO,30.5,NO
8737000.0,1.5358592650412443e+25,1.37,YES,YES,56.0,YES,35.9,YES
3433000.0,9.318851267355269e+23,0.54,NO,NO,62.0,NO,26.3,NO
8674000.0,1.5024847309505625e+25,1.36,YES,YES,59.7,NO,35.3,NO
9846000.0,2.1979033553650382e+25,1.54,YES,YES,21.3,NO,34.8,NO
8031000.0,1.1927803057121054e+25,1.26,NO,NO,-4.6,NO,32.0,NO
12973000.0,5.028646196319019e+25,2.03,NO,NO,101.7,NO,26.8,NO
11447000.0,3.4542197666057663e+25,1.79,NO,NO,70.1,NO,47.3,NO
4801000.0,2.5482585423927055e+24,0.75,NO,NO,24.6,NO,35.2,NO
6513000.0,6.362609068641656e+24,1.02,NO,NO,97.9,NO,31.3,NO
7732000.0,1.0644085189328436e+25,1.21,YES,NO,80.7,YES,38.0,NO
2217000.0,2.5092635481303247e+23,0.35,NO,NO,42.2,NO,25.0,NO
15842000.0,9.1557947707588e+25,2.48,YES,YES,10.4,NO,39.6,NO
5192000.0,3.222806977899929e+24,0.81,NO,NO,32.9,YES,32.3,YES
12467000.0,4.461575500436427e+25,1.95,NO,NO,67.7,NO,38.1,NO
10266000.0,2.491731608637171e+25,1.61,NO,NO,61.1,NO,60.2,NO
14645000.0,7.2343367185574716e+25,2.29,YES,YES,98.5,YES,21.4,YES
7624000.0,1.0203342275195745e+25,1.19,NO,NO,54.7,NO,27.5,NO
10491000.0,2.6584775225075605e+25,1.64,YES,YES,46.5,YES,27.4,YES
8696000.0,1.5140290461733915e+25,1.36,NO,NO,25.2,NO,23.3,NO
10247000.0,2.4775806725454658e+25,1.61,YES,YES,25.6,NO,36.2,NO
8902000.0,1.6242961975233432e+25,1.39,NO,NO,-17.5,NO,12.8,NO
7689000.0,1.046505704809155e+25,1.2,NO,NO,54.4,NO,31.2,NO
6404000.0,6.044871412466866e+24,1.0,NO,NO,101.9,YES,27.0,YES
14933000.0,7.668371885007708e+25,2.34,YES,YES,36.1,NO,48.8,NO
7454000.0,9.537018089803519e+24,1.17,YES,YES,97.4,YES,34.7,YES
10307000.0,2.5209112297684657e+25,1.61,YES,YES,62.8,NO,22.6,NO
3189000.0,7.467584314544827e+23,0.5,NO,NO,66.4,NO,22.0,NO
11905000.0,3.885324163675195e+25,1.86,NO,NO,66.9,NO,38.4,NO
12515000.0,4.513762839986641e+25,1.96,YES,YES,67.5,YES,15.7,YES
5055000.0,2.974523991331089e+24,0.79,NO,NO,57.1,NO,34.4,NO
10555000.0,2.7079374444412355e+25,1.65,YES,YES,41.9,NO,38.6,NO
10889000.0,2.9728126686581142e+25,1.71,YES,YES,70.3,YES,26.0,YES
12158000.0,4.137699158464002e+25,1.9,YES,YES,14.4,NO,49.0,NO
15026000.0,7.811542978796933e+25,2.35,YES,YES,26.8,NO,22.2,NO
6517000.0,6.37342324987529e+24,1.02,NO,NO,29.8,NO,26.6,NO
9563000.0,2.0139406723985002e+25,1.5,NO,NO,84.8,NO,22.7,NO
7436000.0,9.467773811263836e+24,1.16,NO,NO,91.5,NO,37.8,NO
9820000.0,2.180373089115321e+25,1.54,YES,NO,26.8,NO,36.0,NO
6020000.0,5.024171789146073e+24,0.94,YES,YES,43.2,NO,25.2,NO
12190000.0,4.17076877437648e+25,1.91,YES,YES,63.6,NO,36.8,NO
11080000.0,3.13172280873543e+25,1.74,NO,NO,38.6,NO,41.1,NO
8331000.0,1.3315662210905602e+25,1.31,YES,YES,72.4,NO,33.5,YES
9962000.0,2.276300152240151e+25,1.56,YES,YES,14.1,NO,21.3,YES
11119000.0,3.165519340285414e+25,1.74,YES,YES,71.5,NO,35.1,NO
12971000.0,5.024393906880805e+25,2.03,YES,YES,24.6,NO,26.4,NO
10483000.0,2.652439274331625e+25,1.64,YES,NO,88.0,NO,22.6,NO
15221000.0,8.121063623713902e+25,2.38,YES,YES,74.0,NO,31.5,NO
8629000.0,1.4794832376394397e+25,1.35,NO,NO,48.6,NO,31.7,NO
9115000.0,1.7441058936189674e+25,1.43,YES,YES,26.9,NO,18.3,NO
8136000.0,1.2402278640314377e+25,1.27,NO,NO,45.8,NO,39.1,NO
6202000.0,5.493636842349841e+24,0.97,NO,NO,-0.9,NO,13.8,NO
9750000.0,2.1341584643955787e+25,1.53,YES,YES,63.9,YES,51.2,YES
6202000.0,5.492851261662371e+24,0.97,NO,NO,68.5,NO,36.7,NO
11021000.0,3.0833132031795993e+25,1.73,YES,YES,23.8,YES,24.8,YES
9759000.0,2.140106058609974e+25,1.53,YES,NO,58.4,NO,31.6,NO
6634000.0,6.724627878286831e+24,1.04,YES,YES,4.9,NO,28.4,NO
10621000.0,2.757931586980706e+25,1.66,NO,NO,63.3,NO,49.8,NO
10122000.0,2.387414689726344e+25,1.59,NO,NO,32.9,NO,29.6,NO
7278000.0,8.874346174936135e+24,1.14,NO,NO,38.0,NO,34.5,NO
8398000.0,1.3641770646536264e+25,1.32,NO,NO,34.7,NO,28.1,NO
7927000.0,1.1467461403761161e+25,1.24,NO,NO,11.2,NO,40.2,NO
5035000.0,2.93867544890126e+24,0.79,NO,NO,17.4,NO,2.1,NO
9536000.0,1.9965268970335795e+25,1.49,NO,NO,32.0,NO,47.4,YES
